Trade #,Type,Signal,Date/Time,Price INR,Contracts,Profit INR,Profit %,Cum. Profit INR,Cum. Profit %,Run-up INR,Run-up %,Drawdown INR,Drawdown %
65,Exit Short,X-Exit-Sell 16950CE,2022-09-29 15:00,16846.75,100,2470.00,0.15,78395.00,0.23,8285.00,0.49,1205.00,0.07
65,Entry Short,Sell 16950 CE,2022-09-29 12:45,16871.45,100,2470.00,0.15,78395.00,0.23,8285.00,0.49,1205.00,0.07
66,Exit Short,X-Exit-Sell 17050CE,2022-10-03 15:00,16892.25,100,7195.00,0.42,85590.00,0.67,10865.00,0.64,9555.00,0.56
66,Entry Short,Sell 17050 CE,2022-10-03 11:00,16964.20,100,7195.00,0.42,85590.00,0.67,10865.00,0.64,9555.00,0.56
67,Exit Short,X-Exit-Sell 17200CE,2022-10-10 15:00,17230.45,100,-11995.00,-0.7,73595.00,-1.1,1695.00,0.1,16965.00,0.99
67,Entry Short,Sell 17200 CE,2022-10-10 11:00,17110.50,100,-11995.00,-0.7,73595.00,-1.1,1695.00,0.1,16965.00,0.99
68,Exit Short,X-Exit-Sell 17300CE,2022-10-11 15:00,17020.85,100,15635.00,0.91,89230.00,1.46,15840.00,0.92,3615.00,0.21
68,Entry Short,Sell 17300 CE,2022-10-11 11:30,17177.20,100,15635.00,0.91,89230.00,1.46,15840.00,0.92,3615.00,0.21
69,Exit Short,X-Exit-Sell 17100CE,2022-10-13 15:00,17037.80,100,-3240.00,-0.19,85990.00,-0.3,4845.00,0.28,7485.00,0.44
69,Entry Short,Sell 17100 CE,2022-10-13 11:30,17005.40,100,-3240.00,-0.19,85990.00,-0.3,4845.00,0.28,7485.00,0.44
70,Exit Short,X-Exit-Sell 18100CE,2022-11-03 15:00,18038.85,100,-2310.00,-0.13,83680.00,-0.21,725.00,0.04,2755.00,0.15
70,Entry Short,Sell 18100 CE,2022-11-03 14:00,18015.75,100,-2310.00,-0.13,83680.00,-0.21,725.00,0.04,2755.00,0.15
71,Exit Short,X-Exit-Sell 18150CE,2022-11-04 15:00,18077.60,400,-16200.00,-0.22,67480.00,-1.49,2480.00,0.03,18160.00,0.25
71,Entry Short,Sell 18150 CE,2022-11-04 12:00,18037.10,400,-16200.00,-0.22,67480.00,-1.49,2480.00,0.03,18160.00,0.25
72,Exit Short,X-Exit-Sell 18400CE,2022-11-15 15:00,18359.25,200,-10520.00,-0.29,56960.00,-0.99,3820.00,0.1,10520.00,0.29
72,Entry Short,Sell 18400 CE,2022-11-15 11:45,18306.65,200,-10520.00,-0.29,56960.00,-0.99,3820.00,0.1,10520.00,0.29
73,Exit Short,X-Exit-Sell 18300CE,2022-11-21 15:00,18161.25,400,6400.00,0.09,63360.00,0.61,17560.00,0.24,4260.00,0.06
73,Entry Short,Sell 18300 CE,2022-11-21 11:15,18177.25,400,6400.00,0.09,63360.00,0.61,17560.00,0.24,4260.00,0.06
74,Exit Short,X-Exit-Sell 18700CE,2022-12-06 15:00,18607.70,400,-200.00,0,63160.00,-0.02,8620.00,0.12,13560.00,0.18
74,Entry Short,Sell 18700 CE,2022-12-06 11:15,18607.20,400,-200.00,0,63160.00,-0.02,8620.00,0.12,13560.00,0.18
75,Exit Short,X-Exit-Sell 18650CE,2022-12-07 15:00,18616.00,100,-4450.00,-0.24,58710.00,-0.42,500.00,0.03,4745.00,0.26
75,Entry Short,Sell 18650 CE,2022-12-07 12:45,18571.50,100,-4450.00,-0.24,58710.00,-0.42,500.00,0.03,4745.00,0.26
76,Exit Short,X-Exit-Sell 18650CE,2022-12-08 15:00,18590.10,400,-7440.00,-0.1,51270.00,-0.7,1160.00,0.02,15660.00,0.21
76,Entry Short,Sell 18650 CE,2022-12-08 13:00,18571.50,400,-7440.00,-0.1,51270.00,-0.7,1160.00,0.02,15660.00,0.21
77,Exit Short,X-Exit-Sell 18650CE,2022-12-09 15:00,18464.50,100,9090.00,0.49,60360.00,0.86,14530.00,0.78,1315.00,0.07
77,Entry Short,Sell 18650 CE,2022-12-09 11:45,18555.40,100,9090.00,0.49,60360.00,0.86,14530.00,0.78,1315.00,0.07
78,Exit Short,X-Exit-Sell 18300CE,2022-12-20 15:00,18335.05,400,-45100.00,-0.62,15260.00,-4.25,7140.00,0.1,48840.00,0.67
78,Entry Short,Sell 18300 CE,2022-12-20 11:30,18222.30,400,-45100.00,-0.62,15260.00,-4.25,7140.00,0.1,48840.00,0.67
79,Exit Short,X-Exit-Sell 18400CE,2022-12-21 15:00,18216.60,200,19610.00,0.54,34870.00,1.93,30380.00,0.83,0,0
79,Entry Short,Sell 18400 CE,2022-12-21 12:30,18314.65,200,19610.00,0.54,34870.00,1.93,30380.00,0.83,0,0
80,Exit Short,X-Exit-Sell 18250CE,2023-01-04 15:00,18055.90,100,8140.00,0.45,43010.00,0.79,11670.00,0.64,40.00,0
80,Entry Short,Sell 18250 CE,2023-01-04 11:00,18137.30,100,8140.00,0.45,43010.00,0.79,11670.00,0.64,40.00,0
81,Exit Short,X-Exit-Sell 18050CE,2023-01-06 15:00,17865.25,100,7360.00,0.41,50370.00,0.71,14330.00,0.8,670.00,0.04
81,Entry Short,Sell 18050 CE,2023-01-06 12:00,17938.85,100,7360.00,0.41,50370.00,0.71,14330.00,0.8,670.00,0.04
82,Exit Short,X-Exit-Sell 17900CE,2023-01-12 15:00,17819.00,100,-3260.00,-0.18,47110.00,-0.31,2475.00,0.14,7580.00,0.43
82,Entry Short,Sell 17900 CE,2023-01-12 12:00,17786.40,100,-3260.00,-0.18,47110.00,-0.31,2475.00,0.14,7580.00,0.43
83,Exit Short,X-Exit-Sell 18000CE,2023-01-16 15:00,17877.80,100,2620.00,0.15,49730.00,0.25,5035.00,0.28,4030.00,0.23
83,Entry Short,Sell 18000 CE,2023-01-16 12:30,17904.00,100,2620.00,0.15,49730.00,0.25,5035.00,0.28,4030.00,0.23
84,Exit Short,X-Exit-Sell 18200CE,2023-01-20 15:00,18050.40,400,18400.00,0.25,68130.00,1.75,31280.00,0.43,3820.00,0.05
84,Entry Short,Sell 18200 CE,2023-01-20 13:15,18096.40,400,18400.00,0.25,68130.00,1.75,31280.00,0.43,3820.00,0.05
85,Exit Short,X-Exit-Sell 17650CE,2023-01-30 15:00,17560.95,100,-3440.00,-0.2,64690.00,-0.32,12100.00,0.69,5930.00,0.34
85,Entry Short,Sell 17650 CE,2023-01-30 12:45,17526.55,100,-3440.00,-0.2,64690.00,-0.32,12100.00,0.69,5930.00,0.34
86,Exit Short,X-Exit-Sell 17850CE,2023-02-13 15:00,17801.10,100,-3505.00,-0.2,61185.00,-0.33,4630.00,0.26,3675.00,0.21
86,Entry Short,Sell 17850 CE,2023-02-13 11:45,17766.05,100,-3505.00,-0.2,61185.00,-0.33,4630.00,0.26,3675.00,0.21
87,Exit Short,X-Exit-Sell 18000CE,2023-02-20 15:00,17853.00,100,3985.00,0.22,65170.00,0.38,7445.00,0.42,1980.00,0.11
87,Entry Short,Sell 18000 CE,2023-02-20 12:45,17892.85,100,3985.00,0.22,65170.00,0.38,7445.00,0.42,1980.00,0.11
88,Exit Short,X-Exit-Sell 17950CE,2023-02-21 15:00,17815.20,100,2755.00,0.15,67925.00,0.26,4245.00,0.24,4840.00,0.27
88,Entry Short,Sell 17950 CE,2023-02-21 13:00,17842.75,100,2755.00,0.15,67925.00,0.26,4245.00,0.24,4840.00,0.27
89,Exit Short,X-Exit-Sell 17600CE,2023-02-24 15:00,17439.60,100,6025.00,0.34,73950.00,0.56,7805.00,0.45,1065.00,0.06
89,Entry Short,Sell 17600 CE,2023-02-24 11:45,17499.85,100,6025.00,0.34,73950.00,0.56,7805.00,0.45,1065.00,0.06
90,Exit Short,X-Exit-Sell 17450CE,2023-02-28 15:00,17314.55,200,4160.00,0.12,78110.00,0.39,16030.00,0.46,3800.00,0.11
90,Entry Short,Sell 17450 CE,2023-02-28 13:30,17335.35,200,4160.00,0.12,78110.00,0.39,16030.00,0.46,3800.00,0.11
91,Exit Short,X-Exit-Sell 17450CE,2023-03-13 15:00,17140.50,100,22430.00,1.29,100540.00,2.08,25135.00,1.45,475.00,0.03
91,Entry Short,Sell 17450 CE,2023-03-13 12:00,17364.80,100,22430.00,1.29,100540.00,2.08,25135.00,1.45,475.00,0.03
92,Exit Short,X-Exit-Sell 17150CE,2023-03-15 15:00,17018.55,100,1225.00,0.07,101765.00,0.11,3035.00,0.18,3375.00,0.2
92,Entry Short,Sell 17150 CE,2023-03-15 14:00,17030.80,100,1225.00,0.07,101765.00,0.11,3035.00,0.18,3375.00,0.2
93,Exit Short,X-Exit-Sell 17050CE,2023-03-16 15:00,16976.45,100,-2150.00,-0.13,99615.00,-0.2,0,0,10750.00,0.63
93,Entry Short,Sell 17050 CE,2023-03-16 14:00,16954.95,100,-2150.00,-0.13,99615.00,-0.2,0,0,10750.00,0.63
94,Exit Short,X-Exit-Sell 17100CE,2023-03-17 15:00,17092.75,100,-11560.00,-0.68,88055.00,-1.05,1900.00,0.11,12215.00,0.72
94,Entry Short,Sell 17100 CE,2023-03-17 12:45,16977.15,100,-11560.00,-0.68,88055.00,-1.05,1900.00,0.11,12215.00,0.72
95,Exit Short,X-Exit-Sell 17050CE,2023-03-20 15:00,16943.15,100,-960.00,-0.06,87095.00,-0.09,10520.00,0.62,1505.00,0.09
95,Entry Short,Sell 17050 CE,2023-03-20 11:30,16933.55,100,-960.00,-0.06,87095.00,-0.09,10520.00,0.62,1505.00,0.09
96,Exit Short,X-Exit-Sell 17050CE,2023-03-28 15:00,16953.95,100,-785.00,-0.05,86310.00,-0.07,3235.00,0.19,4565.00,0.27
96,Entry Short,Sell 17050 CE,2023-03-28 10:45,16946.10,100,-785.00,-0.05,86310.00,-0.07,3235.00,0.19,4565.00,0.27
97,Exit Short,X-Exit-Sell 17750CE,2023-04-17 15:00,17686.65,400,-16940.00,-0.24,69370.00,-1.56,1600.00,0.02,23680.00,0.34
97,Entry Short,Sell 17750 CE,2023-04-17 11:30,17644.30,400,-16940.00,-0.24,69370.00,-1.56,1600.00,0.02,23680.00,0.34
98,Exit Short,X-Exit-Sell 17750CE,2023-04-18 15:00,17650.25,400,7820.00,0.11,77190.00,0.73,23840.00,0.34,16020.00,0.23
98,Entry Short,Sell 17750 CE,2023-04-18 12:00,17669.80,400,7820.00,0.11,77190.00,0.73,23840.00,0.34,16020.00,0.23
99,Exit Short,X-Exit-Sell 17700CE,2023-04-20 15:00,17611.35,400,3440.00,0.05,80630.00,0.32,14240.00,0.2,3200.00,0.05
99,Entry Short,Sell 17700 CE,2023-04-20 12:15,17619.95,400,3440.00,0.05,80630.00,0.32,14240.00,0.2,3200.00,0.05
100,Exit Short,X-Exit-Sell 17700CE,2023-04-21 15:00,17630.00,200,-4130.00,-0.12,76500.00,-0.38,11080.00,0.31,5500.00,0.16
100,Entry Short,Sell 17700 CE,2023-04-21 12:00,17609.35,200,-4130.00,-0.12,76500.00,-0.38,11080.00,0.31,5500.00,0.16
101,Exit Short,X-Exit-Sell 18300CE,2023-05-18 15:00,18151.40,200,8790.00,0.24,85290.00,0.82,10270.00,0.28,1210.00,0.03
101,Entry Short,Sell 18300 CE,2023-05-18 14:00,18195.35,200,8790.00,0.24,85290.00,0.82,10270.00,0.28,1210.00,0.03
102,Exit Short,X-Exit-Sell 18400CE,2023-05-24 15:00,18265.05,100,5050.00,0.28,90340.00,0.47,5235.00,0.29,1025.00,0.06
102,Entry Short,Sell 18400 CE,2023-05-24 13:45,18315.55,100,5050.00,0.28,90340.00,0.47,5235.00,0.29,1025.00,0.06
103,Exit Short,X-Exit-Sell 18650CE,2023-05-31 15:00,18543.35,400,-460.00,-0.01,89880.00,-0.04,23340.00,0.31,1940.00,0.03
103,Entry Short,Sell 18650 CE,2023-05-31 11:30,18542.20,400,-460.00,-0.01,89880.00,-0.04,23340.00,0.31,1940.00,0.03
104,Exit Short,X-Exit-Sell 18800CE,2023-06-15 15:00,18676.70,200,9390.00,0.25,99270.00,0.86,10920.00,0.29,6740.00,0.18
104,Entry Short,Sell 18800 CE,2023-06-15 12:45,18723.65,200,9390.00,0.25,99270.00,0.86,10920.00,0.29,6740.00,0.18
105,Exit Short,X-Exit-Sell 19450CE,2023-07-07 15:00,19392.45,100,-2595.00,-0.13,96675.00,-0.24,2120.00,0.11,5240.00,0.27
105,Entry Short,Sell 19450 CE,2023-07-07 12:30,19366.50,100,-2595.00,-0.13,96675.00,-0.24,2120.00,0.11,5240.00,0.27
106,Exit Short,X-Exit-Sell 19550CE,2023-07-14 15:00,19508.75,200,-9030.00,-0.23,87645.00,-0.82,2200.00,0.06,11390.00,0.29
106,Entry Short,Sell 19550 CE,2023-07-14 11:45,19463.60,200,-9030.00,-0.23,87645.00,-0.82,2200.00,0.06,11390.00,0.29
107,Exit Short,X-Exit-Sell 19900CE,2023-07-21 15:00,19707.85,100,7205.00,0.36,94850.00,0.66,7550.00,0.38,4205.00,0.21
107,Entry Short,Sell 19900 CE,2023-07-21 11:15,19779.90,100,7205.00,0.36,94850.00,0.66,7550.00,0.38,4205.00,0.21
108,Exit Short,X-Exit-Sell 19550CE,2023-08-03 15:00,19347.35,200,22320.00,0.57,117170.00,2.04,32500.00,0.84,0,0
108,Entry Short,Sell 19550 CE,2023-08-03 12:15,19458.95,200,22320.00,0.57,117170.00,2.04,32500.00,0.84,0,0
109,Exit Short,X-Exit-Sell 19650CE,2023-08-10 15:00,19527.85,100,755.00,0.04,117925.00,0.07,3230.00,0.17,6360.00,0.33
109,Entry Short,Sell 19650 CE,2023-08-10 11:30,19535.40,100,755.00,0.04,117925.00,0.07,3230.00,0.17,6360.00,0.33
110,Exit Short,X-Exit-Sell 19450CE,2023-08-17 15:00,19377.70,100,-1180.00,-0.06,116745.00,-0.11,3965.00,0.2,2145.00,0.11
110,Entry Short,Sell 19450 CE,2023-08-17 11:30,19365.90,100,-1180.00,-0.06,116745.00,-0.11,3965.00,0.2,2145.00,0.11
111,Exit Short,X-Exit-Sell 19550CE,2023-08-24 15:00,19398.20,400,26880.00,0.35,143625.00,2.41,30520.00,0.39,1980.00,0.03
111,Entry Short,Sell 19550 CE,2023-08-24 12:45,19465.40,400,26880.00,0.35,143625.00,2.41,30520.00,0.39,1980.00,0.03
112,Exit Short,X-Exit-Sell 19800CE,2023-09-26 15:00,19671.35,400,2680.00,0.03,146305.00,0.23,16240.00,0.21,3180.00,0.04
112,Entry Short,Sell 19800 CE,2023-09-26 12:30,19678.05,400,2680.00,0.03,146305.00,0.23,16240.00,0.21,3180.00,0.04
113,Exit Short,X-Exit-Sell 19750CE,2023-09-28 15:00,19522.25,100,11550.00,0.59,157855.00,1.01,12035.00,0.61,1685.00,0.09
113,Entry Short,Sell 19750 CE,2023-09-28 11:45,19637.75,100,11550.00,0.59,157855.00,1.01,12035.00,0.61,1685.00,0.09
114,Exit Short,X-Exit-Sell 19600CE,2023-10-03 15:00,19531.25,100,-2750.00,-0.14,155105.00,-0.24,600.00,0.03,6375.00,0.33
114,Entry Short,Sell 19600 CE,2023-10-03 10:45,19503.75,100,-2750.00,-0.14,155105.00,-0.24,600.00,0.03,6375.00,0.33
115,Exit Short,X-Exit-Sell 19650CE,2023-10-09 15:00,19533.00,400,10240.00,0.13,165345.00,0.89,24160.00,0.31,4340.00,0.06
115,Entry Short,Sell 19650 CE,2023-10-09 11:15,19558.60,400,10240.00,0.13,165345.00,0.89,24160.00,0.31,4340.00,0.06
116,Exit Short,X-Exit-Sell 19150CE,2023-11-01 15:00,19011.50,200,7820.00,0.21,173165.00,0.67,12930.00,0.34,2970.00,0.08
116,Entry Short,Sell 19150 CE,2023-11-01 10:45,19050.60,200,7820.00,0.21,173165.00,0.67,12930.00,0.34,2970.00,0.08
117,Exit Short,X-Exit-Sell 21000CE,2023-12-08 15:00,20938.10,200,-3130.00,-0.07,170035.00,-0.27,11950.00,0.29,3960.00,0.09
117,Entry Short,Sell 21000 CE,2023-12-08 13:15,20922.45,200,-3130.00,-0.07,170035.00,-0.27,11950.00,0.29,3960.00,0.09
118,Exit Short,X-Exit-Sell 21500CE,2023-12-20 15:00,21227.35,100,17730.00,0.83,187765.00,1.52,19935.00,0.93,915.00,0.04
118,Entry Short,Sell 21500 CE,2023-12-20 13:30,21404.65,100,17730.00,0.83,187765.00,1.52,19935.00,0.93,915.00,0.04
119,Exit Short,X-Exit-Sell 21700CE,2024-01-02 15:00,21657.20,100,-4090.00,-0.19,183675.00,-0.34,4435.00,0.21,7125.00,0.33
119,Entry Short,Sell 21700 CE,2024-01-02 11:00,21616.30,100,-4090.00,-0.19,183675.00,-0.34,4435.00,0.21,7125.00,0.33
120,Exit Short,X-Exit-Sell 21650CE,2024-01-03 15:00,21561.90,100,605.00,0.03,184280.00,0.05,4825.00,0.22,2350.00,0.11
120,Entry Short,Sell 21650 CE,2024-01-03 11:15,21567.95,100,605.00,0.03,184280.00,0.05,4825.00,0.22,2350.00,0.11
121,Exit Short,X-Exit-Sell 21750CE,2024-01-08 15:00,21527.05,200,22330.00,0.52,206610.00,1.89,24640.00,0.57,360.00,0.01
121,Entry Short,Sell 21750 CE,2024-01-08 11:45,21638.70,200,22330.00,0.52,206610.00,1.89,24640.00,0.57,360.00,0.01
122,Exit Short,X-Exit-Sell 21550CE,2024-01-23 15:00,21221.15,100,24495.00,1.14,231105.00,2.03,25560.00,1.19,1950.00,0.09
122,Entry Short,Sell 21550 CE,2024-01-23 11:45,21466.10,100,24495.00,1.14,231105.00,2.03,25560.00,1.19,1950.00,0.09
123,Exit Short,X-Exit-Sell 21850CE,2024-02-08 15:00,21673.20,100,9415.00,0.43,240520.00,0.76,10205.00,0.47,5285.00,0.24
123,Entry Short,Sell 21850 CE,2024-02-08 11:45,21767.35,100,9415.00,0.43,240520.00,0.76,10205.00,0.47,5285.00,0.24
124,Exit Short,X-Exit-Sell 21800CE,2024-02-12 15:00,21604.95,100,8955.00,0.41,249475.00,0.72,11975.00,0.55,250.00,0.01
124,Entry Short,Sell 21800 CE,2024-02-12 11:45,21694.50,100,8955.00,0.41,249475.00,0.72,11975.00,0.55,250.00,0.01
125,Exit Short,X-Exit-Sell 22150CE,2024-02-28 15:00,21974.75,100,7165.00,0.32,256640.00,0.57,10750.00,0.49,825.00,0.04
125,Entry Short,Sell 22150 CE,2024-02-28 12:30,22046.40,100,7165.00,0.32,256640.00,0.57,10750.00,0.49,825.00,0.04
126,Exit Short,X-Exit-Sell 22250CE,2024-03-13 15:00,21953.85,100,18790.00,0.85,275430.00,1.5,23610.00,1.07,730.00,0.03
126,Entry Short,Sell 22250 CE,2024-03-13 11:45,22141.75,100,18790.00,0.85,275430.00,1.5,23610.00,1.07,730.00,0.03
127,Exit Short,X-Exit-Sell 22050CE,2024-03-18 15:00,22089.70,100,-14095.00,-0.64,261335.00,-1.11,3220.00,0.15,17495.00,0.8
127,Entry Short,Sell 22050 CE,2024-03-18 11:15,21948.75,100,-14095.00,-0.64,261335.00,-1.11,3220.00,0.15,17495.00,0.8
128,Exit Short,X-Exit-Sell 22000CE,2024-03-19 15:00,21840.55,100,3525.00,0.16,264860.00,0.28,8270.00,0.38,655.00,0.03
128,Entry Short,Sell 22000 CE,2024-03-19 10:45,21875.80,100,3525.00,0.16,264860.00,0.28,8270.00,0.38,655.00,0.03
129,Exit Short,X-Exit-Sell 22500CE,2024-04-04 15:00,22519.55,100,-12945.00,-0.58,251915.00,-1.02,1360.00,0.06,19010.00,0.85
129,Entry Short,Sell 22500 CE,2024-04-04 11:45,22390.10,100,-12945.00,-0.58,251915.00,-1.02,1360.00,0.06,19010.00,0.85